index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size
133,309,2017-02-04 04:00:00,1,Financial District,21.0,19.0,2017,2,4,4,0,2
517,309,2017-02-04 08:00:00,1,Financial District,2.0,1.0,2017,2,4,8,0,2
979,309,2017-02-04 12:00:00,1,Financial District,19.0,11.0,2017,2,4,12,0,2
1440,309,2017-02-04 16:00:00,1,Financial District,32.0,16.0,2017,2,4,16,0,2
1904,309,2017-02-04 20:00:00,1,Financial District,22.0,19.0,2017,2,4,20,0,2
2367,309,2017-02-05 00:00:00,1,Financial District,7.0,7.0,2017,2,5,0,0,2
2829,309,2017-02-05 04:00:00,1,Financial District,14.0,15.0,2017,2,5,4,0,2
3291,309,2017-02-05 08:00:00,1,Financial District,4.0,2.0,2017,2,5,8,0,2
3755,309,2017-02-05 12:00:00,1,Financial District,17.0,16.0,2017,2,5,12,0,2
4216,309,2017-02-05 16:00:00,1,Financial District,2.0,2.0,2017,2,5,16,0,2
4680,309,2017-02-05 20:00:00,1,Financial District,22.0,35.0,2017,2,5,20,0,2
5129,309,2017-02-06 00:00:00,1,Financial District,1.0,0.0,2017,2,6,0,0,2
5575,309,2017-02-06 04:00:00,1,Financial District,221.0,940.0,2017,2,6,4,0,2
6033,309,2017-02-06 08:00:00,1,Financial District,1375.0,8327.0,2017,2,6,8,0,2
6499,309,2017-02-06 12:00:00,1,Financial District,2000.0,7794.0,2017,2,6,12,0,2
6965,309,2017-02-06 16:00:00,1,Financial District,6603.0,3707.0,2017,2,6,16,0,2
7431,309,2017-02-06 20:00:00,1,Financial District,5615.0,3427.0,2017,2,6,20,0,2
7875,309,2017-02-07 00:00:00,1,Financial District,44.0,40.0,2017,2,7,0,0,2
8311,309,2017-02-07 04:00:00,1,Financial District,314.0,1073.0,2017,2,7,4,0,2
8767,309,2017-02-07 08:00:00,1,Financial District,1391.0,8705.0,2017,2,7,8,0,2
9233,309,2017-02-07 12:00:00,1,Financial District,2052.0,8086.0,2017,2,7,12,0,2
9699,309,2017-02-07 16:00:00,1,Financial District,6534.0,3737.0,2017,2,7,16,0,2
10165,309,2017-02-07 20:00:00,1,Financial District,5618.0,3435.0,2017,2,7,20,0,2
10609,309,2017-02-08 00:00:00,1,Financial District,97.0,143.0,2017,2,8,0,0,2
11051,309,2017-02-08 04:00:00,1,Financial District,279.0,1152.0,2017,2,8,4,0,2
11508,309,2017-02-08 08:00:00,1,Financial District,1450.0,8792.0,2017,2,8,8,0,2
11974,309,2017-02-08 12:00:00,1,Financial District,2282.0,8451.0,2017,2,8,12,0,2
12440,309,2017-02-08 16:00:00,1,Financial District,7256.0,4115.0,2017,2,8,16,0,2
12906,309,2017-02-08 20:00:00,1,Financial District,6159.0,3612.0,2017,2,8,20,0,2
13366,309,2017-02-09 00:00:00,1,Financial District,141.0,257.0,2017,2,9,0,0,2
13824,309,2017-02-09 04:00:00,1,Financial District,245.0,925.0,2017,2,9,4,0,2
14287,309,2017-02-09 08:00:00,1,Financial District,793.0,4490.0,2017,2,9,8,0,2
14753,309,2017-02-09 12:00:00,1,Financial District,1441.0,3849.0,2017,2,9,12,0,2
15219,309,2017-02-09 16:00:00,1,Financial District,3036.0,1785.0,2017,2,9,16,0,2
15685,309,2017-02-09 20:00:00,1,Financial District,2302.0,1587.0,2017,2,9,20,0,2
16125,309,2017-02-10 00:00:00,1,Financial District,84.0,91.0,2017,2,10,0,0,2
16563,309,2017-02-10 04:00:00,1,Financial District,264.0,804.0,2017,2,10,4,0,2
17019,309,2017-02-10 08:00:00,1,Financial District,1222.0,7726.0,2017,2,10,8,0,2
17485,309,2017-02-10 12:00:00,1,Financial District,2256.0,7738.0,2017,2,10,12,0,2
17951,309,2017-02-10 16:00:00,1,Financial District,6184.0,3993.0,2017,2,10,16,0,2
18417,309,2017-02-10 20:00:00,1,Financial District,4920.0,3504.0,2017,2,10,20,0,2
18883,309,2017-02-11 00:00:00,1,Financial District,136.0,330.0,2017,2,11,0,0,2
19345,309,2017-02-11 04:00:00,1,Financial District,26.0,5.0,2017,2,11,4,0,2
19808,309,2017-02-11 08:00:00,1,Financial District,8.0,26.0,2017,2,11,8,0,2
20270,309,2017-02-11 12:00:00,1,Financial District,113.0,25.0,2017,2,11,12,0,2
20733,309,2017-02-11 16:00:00,1,Financial District,147.0,31.0,2017,2,11,16,0,2
21197,309,2017-02-11 20:00:00,1,Financial District,28.0,14.0,2017,2,11,20,0,2
21660,309,2017-02-12 00:00:00,1,Financial District,20.0,7.0,2017,2,12,0,0,2
22124,309,2017-02-12 04:00:00,1,Financial District,17.0,15.0,2017,2,12,4,0,2
22586,309,2017-02-12 08:00:00,1,Financial District,3.0,6.0,2017,2,12,8,0,2
23047,309,2017-02-12 12:00:00,1,Financial District,23.0,21.0,2017,2,12,12,0,2
23509,309,2017-02-12 16:00:00,1,Financial District,3.0,2.0,2017,2,12,16,0,2
23970,309,2017-02-12 20:00:00,1,Financial District,33.0,49.0,2017,2,12,20,0,2
24413,309,2017-02-13 00:00:00,1,Financial District,0.0,0.0,2017,2,13,0,0,2
24854,309,2017-02-13 04:00:00,1,Financial District,241.0,1205.0,2017,2,13,4,0,2
25313,309,2017-02-13 08:00:00,1,Financial District,1279.0,7883.0,2017,2,13,8,0,2
25779,309,2017-02-13 12:00:00,1,Financial District,2210.0,7250.0,2017,2,13,12,0,2
