index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size
465,257,2017-02-04 08:00:00,1,Financial District,226.0,127.0,2017,2,4,8,0,2
927,257,2017-02-04 12:00:00,1,Financial District,673.0,944.0,2017,2,4,12,0,2
1388,257,2017-02-04 16:00:00,1,Financial District,2141.0,932.0,2017,2,4,16,0,2
1852,257,2017-02-04 20:00:00,1,Financial District,1940.0,629.0,2017,2,4,20,0,2
2315,257,2017-02-05 00:00:00,1,Financial District,1191.0,229.0,2017,2,5,0,0,2
2778,257,2017-02-05 04:00:00,1,Financial District,317.0,30.0,2017,2,5,4,0,2
3239,257,2017-02-05 08:00:00,1,Financial District,143.0,184.0,2017,2,5,8,0,2
3703,257,2017-02-05 12:00:00,1,Financial District,713.0,485.0,2017,2,5,12,0,2
4164,257,2017-02-05 16:00:00,1,Financial District,1503.0,619.0,2017,2,5,16,0,2
4628,257,2017-02-05 20:00:00,1,Financial District,1131.0,345.0,2017,2,5,20,0,2
5080,257,2017-02-06 00:00:00,1,Financial District,502.0,112.0,2017,2,6,0,0,2
5526,257,2017-02-06 04:00:00,1,Financial District,154.0,82.0,2017,2,6,4,0,2
5981,257,2017-02-06 08:00:00,1,Financial District,1548.0,1013.0,2017,2,6,8,0,2
6447,257,2017-02-06 12:00:00,1,Financial District,1198.0,903.0,2017,2,6,12,0,2
6913,257,2017-02-06 16:00:00,1,Financial District,2103.0,1763.0,2017,2,6,16,0,2
7379,257,2017-02-06 20:00:00,1,Financial District,1818.0,1229.0,2017,2,6,20,0,2
7828,257,2017-02-07 00:00:00,1,Financial District,687.0,240.0,2017,2,7,0,0,2
8261,257,2017-02-07 04:00:00,1,Financial District,52.0,6.0,2017,2,7,4,0,2
8715,257,2017-02-07 08:00:00,1,Financial District,1688.0,1075.0,2017,2,7,8,0,2
9181,257,2017-02-07 12:00:00,1,Financial District,1316.0,960.0,2017,2,7,12,0,2
9647,257,2017-02-07 16:00:00,1,Financial District,2195.0,1914.0,2017,2,7,16,0,2
10113,257,2017-02-07 20:00:00,1,Financial District,2104.0,1440.0,2017,2,7,20,0,2
10562,257,2017-02-08 00:00:00,1,Financial District,795.0,310.0,2017,2,8,0,0,2
11001,257,2017-02-08 04:00:00,1,Financial District,12.0,25.0,2017,2,8,4,0,2
11456,257,2017-02-08 08:00:00,1,Financial District,1619.0,1148.0,2017,2,8,8,0,2
11922,257,2017-02-08 12:00:00,1,Financial District,1386.0,1015.0,2017,2,8,12,0,2
12388,257,2017-02-08 16:00:00,1,Financial District,2313.0,1846.0,2017,2,8,16,0,2
12854,257,2017-02-08 20:00:00,1,Financial District,2157.0,1489.0,2017,2,8,20,0,2
13316,257,2017-02-09 00:00:00,1,Financial District,932.0,375.0,2017,2,9,0,0,2
13772,257,2017-02-09 04:00:00,1,Financial District,118.0,44.0,2017,2,9,4,0,2
14235,257,2017-02-09 08:00:00,1,Financial District,1175.0,779.0,2017,2,9,8,0,2
14701,257,2017-02-09 12:00:00,1,Financial District,895.0,797.0,2017,2,9,12,0,2
15167,257,2017-02-09 16:00:00,1,Financial District,1291.0,1604.0,2017,2,9,16,0,2
15633,257,2017-02-09 20:00:00,1,Financial District,1308.0,1512.0,2017,2,9,20,0,2
16078,257,2017-02-10 00:00:00,1,Financial District,725.0,432.0,2017,2,10,0,0,2
16513,257,2017-02-10 04:00:00,1,Financial District,18.0,1.0,2017,2,10,4,0,2
16967,257,2017-02-10 08:00:00,1,Financial District,1979.0,1571.0,2017,2,10,8,0,2
17433,257,2017-02-10 12:00:00,1,Financial District,1726.0,1646.0,2017,2,10,12,0,2
17899,257,2017-02-10 16:00:00,1,Financial District,2614.0,2939.0,2017,2,10,16,0,2
18365,257,2017-02-10 20:00:00,1,Financial District,2805.0,2822.0,2017,2,10,20,0,2
18831,257,2017-02-11 00:00:00,1,Financial District,1946.0,925.0,2017,2,11,0,0,2
19293,257,2017-02-11 04:00:00,1,Financial District,449.0,96.0,2017,2,11,4,0,2
19756,257,2017-02-11 08:00:00,1,Financial District,319.0,551.0,2017,2,11,8,0,2
20219,257,2017-02-11 12:00:00,1,Financial District,1396.0,1799.0,2017,2,11,12,0,2
20681,257,2017-02-11 16:00:00,1,Financial District,2691.0,2176.0,2017,2,11,16,0,2
21146,257,2017-02-11 20:00:00,1,Financial District,2840.0,2211.0,2017,2,11,20,0,2
21608,257,2017-02-12 00:00:00,1,Financial District,2106.0,961.0,2017,2,12,0,0,2
22072,257,2017-02-12 04:00:00,1,Financial District,556.0,127.0,2017,2,12,4,0,2
22535,257,2017-02-12 08:00:00,1,Financial District,228.0,387.0,2017,2,12,8,0,2
22995,257,2017-02-12 12:00:00,1,Financial District,1071.0,1316.0,2017,2,12,12,0,2
23458,257,2017-02-12 16:00:00,1,Financial District,1789.0,1449.0,2017,2,12,16,0,2
23918,257,2017-02-12 20:00:00,1,Financial District,1484.0,983.0,2017,2,12,20,0,2
24366,257,2017-02-13 00:00:00,1,Financial District,671.0,259.0,2017,2,13,0,0,2
24804,257,2017-02-13 04:00:00,1,Financial District,45.0,24.0,2017,2,13,4,0,2
25261,257,2017-02-13 08:00:00,1,Financial District,1803.0,1479.0,2017,2,13,8,0,2
25727,257,2017-02-13 12:00:00,1,Financial District,2586.0,2056.0,2017,2,13,12,0,2
26193,257,2017-02-13 16:00:00,1,Financial District,2537.0,2044.0,2017,2,13,16,0,2
26659,257,2017-02-13 20:00:00,1,Financial District,2489.0,2030.0,2017,2,13,20,0,2
27108,257,2017-02-14 00:00:00,1,Financial District,2441.0,2014.0,2017,2,14,0,0,2
27543,257,2017-02-14 04:00:00,1,Financial District,2391.0,2000.0,2017,2,14,4,0,2
28002,257,2017-02-14 08:00:00,1,Financial District,2342.0,1987.0,2017,2,14,8,0,2
28468,257,2017-02-14 12:00:00,1,Financial District,2294.0,1974.0,2017,2,14,12,0,2
28934,257,2017-02-14 16:00:00,1,Financial District,2245.0,1956.0,2017,2,14,16,0,2
29400,257,2017-02-14 20:00:00,1,Financial District,2199.0,1945.0,2017,2,14,20,0,2
29847,257,2017-02-15 00:00:00,1,Financial District,2147.0,1928.0,2017,2,15,0,0,2
30288,257,2017-02-15 04:00:00,1,Financial District,2100.0,1917.0,2017,2,15,4,0,2
30746,257,2017-02-15 08:00:00,1,Financial District,2052.0,1901.0,2017,2,15,8,0,2
31212,257,2017-02-15 12:00:00,1,Financial District,2001.0,1886.0,2017,2,15,12,0,2
31678,257,2017-02-15 16:00:00,1,Financial District,1955.0,1872.0,2017,2,15,16,0,2
32144,257,2017-02-15 20:00:00,1,Financial District,1883.0,1829.0,2017,2,15,20,0,2
32595,257,2017-02-16 00:00:00,1,Financial District,1764.0,1702.0,2017,2,16,0,0,2
33032,257,2017-02-16 04:00:00,1,Financial District,1639.0,1576.0,2017,2,16,4,0,2
33489,257,2017-02-16 08:00:00,1,Financial District,1519.0,1449.0,2017,2,16,8,0,2
33955,257,2017-02-16 12:00:00,1,Financial District,1396.0,1318.0,2017,2,16,12,0,2
34421,257,2017-02-16 16:00:00,1,Financial District,1272.0,1193.0,2017,2,16,16,0,2
34887,257,2017-02-16 20:00:00,1,Financial District,1151.0,1065.0,2017,2,16,20,0,2
35341,257,2017-02-17 00:00:00,1,Financial District,1026.0,936.0,2017,2,17,0,0,2
35783,257,2017-02-17 04:00:00,1,Financial District,903.0,811.0,2017,2,17,4,0,2
36240,257,2017-02-17 08:00:00,1,Financial District,782.0,682.0,2017,2,17,8,0,2
36706,257,2017-02-17 12:00:00,1,Financial District,658.0,555.0,2017,2,17,12,0,2
37172,257,2017-02-17 16:00:00,1,Financial District,535.0,427.0,2017,2,17,16,0,2
37638,257,2017-02-17 20:00:00,1,Financial District,413.0,300.0,2017,2,17,20,0,2
38104,257,2017-02-18 00:00:00,1,Financial District,290.0,172.0,2017,2,18,0,0,2
38562,257,2017-02-18 04:00:00,1,Financial District,177.0,69.0,2017,2,18,4,0,2
39025,257,2017-02-18 08:00:00,1,Financial District,315.0,533.0,2017,2,18,8,0,2
39482,257,2017-02-18 12:00:00,1,Financial District,991.0,1514.0,2017,2,18,12,0,2
39938,257,2017-02-18 16:00:00,1,Financial District,2100.0,1971.0,2017,2,18,16,0,2
40398,257,2017-02-18 20:00:00,1,Financial District,2304.0,1851.0,2017,2,18,20,0,2
40862,257,2017-02-19 00:00:00,1,Financial District,1653.0,731.0,2017,2,19,0,0,2
41322,257,2017-02-19 04:00:00,1,Financial District,500.0,104.0,2017,2,19,4,0,2
41787,257,2017-02-19 08:00:00,1,Financial District,167.0,358.0,2017,2,19,8,0,2
42248,257,2017-02-19 12:00:00,1,Financial District,933.0,1332.0,2017,2,19,12,0,2
42705,257,2017-02-19 16:00:00,1,Financial District,2129.0,1815.0,2017,2,19,16,0,2
43165,257,2017-02-19 20:00:00,1,Financial District,2016.0,1286.0,2017,2,19,20,0,2
43627,257,2017-02-20 00:00:00,1,Financial District,1017.0,424.0,2017,2,20,0,1,2
44085,257,2017-02-20 04:00:00,1,Financial District,211.0,97.0,2017,2,20,4,1,2
44548,257,2017-02-20 08:00:00,1,Financial District,528.0,801.0,2017,2,20,8,1,2
45008,257,2017-02-20 12:00:00,1,Financial District,1073.0,1140.0,2017,2,20,12,1,2
45469,257,2017-02-20 16:00:00,1,Financial District,1986.0,1618.0,2017,2,20,16,1,2
45929,257,2017-02-20 20:00:00,1,Financial District,1649.0,1074.0,2017,2,20,20,1,2
46382,257,2017-02-21 00:00:00,1,Financial District,664.0,297.0,2017,2,21,0,0,2
46821,257,2017-02-21 04:00:00,1,Financial District,27.0,12.0,2017,2,21,4,0,2
47277,257,2017-02-21 08:00:00,1,Financial District,1668.0,1328.0,2017,2,21,8,0,2
47743,257,2017-02-21 12:00:00,1,Financial District,1519.0,1409.0,2017,2,21,12,0,2
48209,257,2017-02-21 16:00:00,1,Financial District,2328.0,2398.0,2017,2,21,16,0,2
48675,257,2017-02-21 20:00:00,1,Financial District,2236.0,1913.0,2017,2,21,20,0,2
49136,257,2017-02-22 00:00:00,1,Financial District,673.0,469.0,2017,2,22,0,0,2
49579,257,2017-02-22 04:00:00,1,Financial District,5.0,1.0,2017,2,22,4,0,2
50037,257,2017-02-22 08:00:00,1,Financial District,1878.0,1595.0,2017,2,22,8,0,2
50503,257,2017-02-22 12:00:00,1,Financial District,1674.0,1487.0,2017,2,22,12,0,2
50969,257,2017-02-22 16:00:00,1,Financial District,2452.0,2738.0,2017,2,22,16,0,2
51435,257,2017-02-22 20:00:00,1,Financial District,2543.0,2197.0,2017,2,22,20,0,2
51894,257,2017-02-23 00:00:00,1,Financial District,727.0,504.0,2017,2,23,0,0,2
52796,257,2017-02-23 08:00:00,1,Financial District,1830.0,1580.0,2017,2,23,8,0,2
53262,257,2017-02-23 12:00:00,1,Financial District,1646.0,1589.0,2017,2,23,12,0,2
53728,257,2017-02-23 16:00:00,1,Financial District,2757.0,2962.0,2017,2,23,16,0,2
54194,257,2017-02-23 20:00:00,1,Financial District,2790.0,2350.0,2017,2,23,20,0,2
54656,257,2017-02-24 00:00:00,1,Financial District,2389.0,1807.0,2017,2,24,0,0,2
55103,257,2017-02-24 04:00:00,1,Financial District,2172.0,1805.0,2017,2,24,4,0,2
55563,257,2017-02-24 08:00:00,1,Financial District,1961.0,1800.0,2017,2,24,8,0,2
56029,257,2017-02-24 12:00:00,1,Financial District,1743.0,1785.0,2017,2,24,12,0,2
56495,257,2017-02-24 16:00:00,1,Financial District,1377.0,1460.0,2017,2,24,16,0,2
56961,257,2017-02-24 20:00:00,1,Financial District,957.0,1012.0,2017,2,24,20,0,2
57427,257,2017-02-25 00:00:00,1,Financial District,537.0,565.0,2017,2,25,0,0,2
57880,257,2017-02-25 04:00:00,1,Financial District,131.0,150.0,2017,2,25,4,0,2
58342,257,2017-02-25 08:00:00,1,Financial District,94.0,568.0,2017,2,25,8,0,2
58798,257,2017-02-25 12:00:00,1,Financial District,314.0,1170.0,2017,2,25,12,0,2
59259,257,2017-02-25 16:00:00,1,Financial District,595.0,1531.0,2017,2,25,16,0,2
59720,257,2017-02-25 20:00:00,1,Financial District,479.0,1196.0,2017,2,25,20,0,2
60183,257,2017-02-26 00:00:00,1,Financial District,295.0,535.0,2017,2,26,0,0,2
60647,257,2017-02-26 04:00:00,1,Financial District,80.0,112.0,2017,2,26,4,0,2
61106,257,2017-02-26 08:00:00,1,Financial District,68.0,356.0,2017,2,26,8,0,2
61567,257,2017-02-26 12:00:00,1,Financial District,238.0,1005.0,2017,2,26,12,0,2
