index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size
328,117,2017-02-04 08:00:00,1,Clinton/Chelsea,1305.0,1164.0,2017,2,4,8,0,2
787,117,2017-02-04 12:00:00,1,Clinton/Chelsea,2886.0,2112.0,2017,2,4,12,0,2
1250,117,2017-02-04 16:00:00,1,Clinton/Chelsea,4050.0,2822.0,2017,2,4,16,0,2
1712,117,2017-02-04 20:00:00,1,Clinton/Chelsea,3467.0,2347.0,2017,2,4,20,0,2
2178,117,2017-02-05 00:00:00,1,Clinton/Chelsea,1905.0,1041.0,2017,2,5,0,0,2
2639,117,2017-02-05 04:00:00,1,Clinton/Chelsea,474.0,223.0,2017,2,5,4,0,2
3103,117,2017-02-05 08:00:00,1,Clinton/Chelsea,1078.0,731.0,2017,2,5,8,0,2
3563,117,2017-02-05 12:00:00,1,Clinton/Chelsea,2327.0,1920.0,2017,2,5,12,0,2
4028,117,2017-02-05 16:00:00,1,Clinton/Chelsea,3507.0,2500.0,2017,2,5,16,0,2
4488,117,2017-02-05 20:00:00,1,Clinton/Chelsea,2371.0,1235.0,2017,2,5,20,0,2
4950,117,2017-02-06 00:00:00,1,Clinton/Chelsea,964.0,545.0,2017,2,6,0,0,2
5392,117,2017-02-06 04:00:00,1,Clinton/Chelsea,73.0,137.0,2017,2,6,4,0,2
5841,117,2017-02-06 08:00:00,1,Clinton/Chelsea,3243.0,3766.0,2017,2,6,8,0,2
6307,117,2017-02-06 12:00:00,1,Clinton/Chelsea,3069.0,2212.0,2017,2,6,12,0,2
6773,117,2017-02-06 16:00:00,1,Clinton/Chelsea,7073.0,2326.0,2017,2,6,16,0,2
7239,117,2017-02-06 20:00:00,1,Clinton/Chelsea,4442.0,2002.0,2017,2,6,20,0,2
7699,117,2017-02-07 00:00:00,1,Clinton/Chelsea,1405.0,641.0,2017,2,7,0,0,2
8129,117,2017-02-07 04:00:00,1,Clinton/Chelsea,175.0,156.0,2017,2,7,4,0,2
8575,117,2017-02-07 08:00:00,1,Clinton/Chelsea,3362.0,4001.0,2017,2,7,8,0,2
9041,117,2017-02-07 12:00:00,1,Clinton/Chelsea,3322.0,2337.0,2017,2,7,12,0,2
9507,117,2017-02-07 16:00:00,1,Clinton/Chelsea,7259.0,2621.0,2017,2,7,16,0,2
9973,117,2017-02-07 20:00:00,1,Clinton/Chelsea,5150.0,2182.0,2017,2,7,20,0,2
10435,117,2017-02-08 00:00:00,1,Clinton/Chelsea,1641.0,656.0,2017,2,8,0,0,2
10869,117,2017-02-08 04:00:00,1,Clinton/Chelsea,153.0,72.0,2017,2,8,4,0,2
11316,117,2017-02-08 08:00:00,1,Clinton/Chelsea,3169.0,3870.0,2017,2,8,8,0,2
11782,117,2017-02-08 12:00:00,1,Clinton/Chelsea,3556.0,2467.0,2017,2,8,12,0,2
12248,117,2017-02-08 16:00:00,1,Clinton/Chelsea,7116.0,2795.0,2017,2,8,16,0,2
12714,117,2017-02-08 20:00:00,1,Clinton/Chelsea,5501.0,2476.0,2017,2,8,20,0,2
13179,117,2017-02-09 00:00:00,1,Clinton/Chelsea,1851.0,742.0,2017,2,9,0,0,2
13636,117,2017-02-09 04:00:00,1,Clinton/Chelsea,202.0,301.0,2017,2,9,4,0,2
14095,117,2017-02-09 08:00:00,1,Clinton/Chelsea,2154.0,2501.0,2017,2,9,8,0,2
14561,117,2017-02-09 12:00:00,1,Clinton/Chelsea,2604.0,1694.0,2017,2,9,12,0,2
15027,117,2017-02-09 16:00:00,1,Clinton/Chelsea,4046.0,2253.0,2017,2,9,16,0,2
15493,117,2017-02-09 20:00:00,1,Clinton/Chelsea,3544.0,1889.0,2017,2,9,20,0,2
15953,117,2017-02-10 00:00:00,1,Clinton/Chelsea,1474.0,590.0,2017,2,10,0,0,2
16380,117,2017-02-10 04:00:00,1,Clinton/Chelsea,88.0,71.0,2017,2,10,4,0,2
16827,117,2017-02-10 08:00:00,1,Clinton/Chelsea,3371.0,3813.0,2017,2,10,8,0,2
17293,117,2017-02-10 12:00:00,1,Clinton/Chelsea,3547.0,2580.0,2017,2,10,12,0,2
17759,117,2017-02-10 16:00:00,1,Clinton/Chelsea,7325.0,2607.0,2017,2,10,16,0,2
18225,117,2017-02-10 20:00:00,1,Clinton/Chelsea,5546.0,2700.0,2017,2,10,20,0,2
18691,117,2017-02-11 00:00:00,1,Clinton/Chelsea,2674.0,1110.0,2017,2,11,0,0,2
19154,117,2017-02-11 04:00:00,1,Clinton/Chelsea,556.0,340.0,2017,2,11,4,0,2
