index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size
500,292,2017-02-04 08:00:00,1,East New York/Starrett City,1694.0,280.0,2017,2,4,8,0,0
962,292,2017-02-04 12:00:00,1,East New York/Starrett City,1721.0,371.0,2017,2,4,12,0,0
1423,292,2017-02-04 16:00:00,1,East New York/Starrett City,1438.0,561.0,2017,2,4,16,0,0
1887,292,2017-02-04 20:00:00,1,East New York/Starrett City,951.0,471.0,2017,2,4,20,0,0
2350,292,2017-02-05 00:00:00,1,East New York/Starrett City,322.0,262.0,2017,2,5,0,0,0
2812,292,2017-02-05 04:00:00,1,East New York/Starrett City,256.0,88.0,2017,2,5,4,0,0
3274,292,2017-02-05 08:00:00,1,East New York/Starrett City,1110.0,195.0,2017,2,5,8,0,0
3738,292,2017-02-05 12:00:00,1,East New York/Starrett City,1284.0,347.0,2017,2,5,12,0,0
4199,292,2017-02-05 16:00:00,1,East New York/Starrett City,1151.0,511.0,2017,2,5,16,0,0
4663,292,2017-02-05 20:00:00,1,East New York/Starrett City,787.0,510.0,2017,2,5,20,0,0
5114,292,2017-02-06 00:00:00,1,East New York/Starrett City,220.0,256.0,2017,2,6,0,0,0
5558,292,2017-02-06 04:00:00,1,East New York/Starrett City,878.0,88.0,2017,2,6,4,0,0
6016,292,2017-02-06 08:00:00,1,East New York/Starrett City,4776.0,504.0,2017,2,6,8,0,0
6482,292,2017-02-06 12:00:00,1,East New York/Starrett City,2799.0,524.0,2017,2,6,12,0,0
6948,292,2017-02-06 16:00:00,1,East New York/Starrett City,1895.0,1021.0,2017,2,6,16,0,0
7414,292,2017-02-06 20:00:00,1,East New York/Starrett City,1081.0,797.0,2017,2,6,20,0,0
7860,292,2017-02-07 00:00:00,1,East New York/Starrett City,147.0,283.0,2017,2,7,0,0,0
8294,292,2017-02-07 04:00:00,1,East New York/Starrett City,977.0,74.0,2017,2,7,4,0,0
