index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size
193,428,2017-02-04 04:00:00,2,Hunts Point/Longwood,395.0,54.0,2017,2,4,4,0,0
630,428,2017-02-04 08:00:00,2,Hunts Point/Longwood,1206.0,132.0,2017,2,4,8,0,0
1093,428,2017-02-04 12:00:00,2,Hunts Point/Longwood,1811.0,319.0,2017,2,4,12,0,0
1556,428,2017-02-04 16:00:00,2,Hunts Point/Longwood,1618.0,457.0,2017,2,4,16,0,0
2021,428,2017-02-04 20:00:00,2,Hunts Point/Longwood,1029.0,327.0,2017,2,4,20,0,0
2483,428,2017-02-05 00:00:00,2,Hunts Point/Longwood,342.0,117.0,2017,2,5,0,0,0
2946,428,2017-02-05 04:00:00,2,Hunts Point/Longwood,197.0,57.0,2017,2,5,4,0,0
3407,428,2017-02-05 08:00:00,2,Hunts Point/Longwood,761.0,88.0,2017,2,5,8,0,0
3871,428,2017-02-05 12:00:00,2,Hunts Point/Longwood,1244.0,237.0,2017,2,5,12,0,0
4332,428,2017-02-05 16:00:00,2,Hunts Point/Longwood,1275.0,343.0,2017,2,5,16,0,0
4796,428,2017-02-05 20:00:00,2,Hunts Point/Longwood,837.0,258.0,2017,2,5,20,0,0
5241,428,2017-02-06 00:00:00,2,Hunts Point/Longwood,113.0,100.0,2017,2,6,0,0,0
5686,428,2017-02-06 04:00:00,2,Hunts Point/Longwood,1121.0,80.0,2017,2,6,4,0,0
6150,428,2017-02-06 08:00:00,2,Hunts Point/Longwood,2652.0,276.0,2017,2,6,8,0,0
6616,428,2017-02-06 12:00:00,2,Hunts Point/Longwood,2527.0,432.0,2017,2,6,12,0,0
7082,428,2017-02-06 16:00:00,2,Hunts Point/Longwood,2398.0,593.0,2017,2,6,16,0,0
7548,428,2017-02-06 20:00:00,2,Hunts Point/Longwood,1476.0,451.0,2017,2,6,20,0,0
7980,428,2017-02-07 00:00:00,2,Hunts Point/Longwood,104.0,89.0,2017,2,7,0,0,0
8421,428,2017-02-07 04:00:00,2,Hunts Point/Longwood,1174.0,72.0,2017,2,7,4,0,0
8884,428,2017-02-07 08:00:00,2,Hunts Point/Longwood,2604.0,253.0,2017,2,7,8,0,0
9350,428,2017-02-07 12:00:00,2,Hunts Point/Longwood,2292.0,395.0,2017,2,7,12,0,0
9816,428,2017-02-07 16:00:00,2,Hunts Point/Longwood,2344.0,550.0,2017,2,7,16,0,0
10282,428,2017-02-07 20:00:00,2,Hunts Point/Longwood,1522.0,446.0,2017,2,7,20,0,0
10719,428,2017-02-08 00:00:00,2,Hunts Point/Longwood,76.0,92.0,2017,2,8,0,0,0
11162,428,2017-02-08 04:00:00,2,Hunts Point/Longwood,1191.0,63.0,2017,2,8,4,0,0
11625,428,2017-02-08 08:00:00,2,Hunts Point/Longwood,2782.0,236.0,2017,2,8,8,0,0
12091,428,2017-02-08 12:00:00,2,Hunts Point/Longwood,2650.0,460.0,2017,2,8,12,0,0
12557,428,2017-02-08 16:00:00,2,Hunts Point/Longwood,2635.0,650.0,2017,2,8,16,0,0
13023,428,2017-02-08 20:00:00,2,Hunts Point/Longwood,1601.0,438.0,2017,2,8,20,0,0
13481,428,2017-02-09 00:00:00,2,Hunts Point/Longwood,139.0,89.0,2017,2,9,0,0,0
13939,428,2017-02-09 04:00:00,2,Hunts Point/Longwood,639.0,47.0,2017,2,9,4,0,0
14404,428,2017-02-09 08:00:00,2,Hunts Point/Longwood,1162.0,127.0,2017,2,9,8,0,0
14870,428,2017-02-09 12:00:00,2,Hunts Point/Longwood,930.0,223.0,2017,2,9,12,0,0
15336,428,2017-02-09 16:00:00,2,Hunts Point/Longwood,968.0,261.0,2017,2,9,16,0,0
15802,428,2017-02-09 20:00:00,2,Hunts Point/Longwood,680.0,199.0,2017,2,9,20,0,0
16230,428,2017-02-10 00:00:00,2,Hunts Point/Longwood,52.0,66.0,2017,2,10,0,0,0
16673,428,2017-02-10 04:00:00,2,Hunts Point/Longwood,1054.0,91.0,2017,2,10,4,0,0
17136,428,2017-02-10 08:00:00,2,Hunts Point/Longwood,2516.0,282.0,2017,2,10,8,0,0
17602,428,2017-02-10 12:00:00,2,Hunts Point/Longwood,2490.0,440.0,2017,2,10,12,0,0
18068,428,2017-02-10 16:00:00,2,Hunts Point/Longwood,2552.0,541.0,2017,2,10,16,0,0
18534,428,2017-02-10 20:00:00,2,Hunts Point/Longwood,1668.0,422.0,2017,2,10,20,0,0
19000,428,2017-02-11 00:00:00,2,Hunts Point/Longwood,288.0,140.0,2017,2,11,0,0,0
19461,428,2017-02-11 04:00:00,2,Hunts Point/Longwood,367.0,19.0,2017,2,11,4,0,0
19925,428,2017-02-11 08:00:00,2,Hunts Point/Longwood,1256.0,129.0,2017,2,11,8,0,0
20385,428,2017-02-11 12:00:00,2,Hunts Point/Longwood,1871.0,275.0,2017,2,11,12,0,0
20850,428,2017-02-11 16:00:00,2,Hunts Point/Longwood,1754.0,355.0,2017,2,11,16,0,0
21312,428,2017-02-11 20:00:00,2,Hunts Point/Longwood,1094.0,280.0,2017,2,11,20,0,0
21776,428,2017-02-12 00:00:00,2,Hunts Point/Longwood,339.0,122.0,2017,2,12,0,0,0
22241,428,2017-02-12 04:00:00,2,Hunts Point/Longwood,239.0,34.0,2017,2,12,4,0,0
22701,428,2017-02-12 08:00:00,2,Hunts Point/Longwood,721.0,79.0,2017,2,12,8,0,0
23163,428,2017-02-12 12:00:00,2,Hunts Point/Longwood,1085.0,182.0,2017,2,12,12,0,0
23624,428,2017-02-12 16:00:00,2,Hunts Point/Longwood,1050.0,242.0,2017,2,12,16,0,0
24086,428,2017-02-12 20:00:00,2,Hunts Point/Longwood,683.0,201.0,2017,2,12,20,0,0
24522,428,2017-02-13 00:00:00,2,Hunts Point/Longwood,73.0,71.0,2017,2,13,0,0,0
24966,428,2017-02-13 04:00:00,2,Hunts Point/Longwood,1105.0,59.0,2017,2,13,4,0,0
25430,428,2017-02-13 08:00:00,2,Hunts Point/Longwood,2459.0,227.0,2017,2,13,8,0,0
25896,428,2017-02-13 12:00:00,2,Hunts Point/Longwood,2228.0,360.0,2017,2,13,12,0,0
26362,428,2017-02-13 16:00:00,2,Hunts Point/Longwood,2380.0,546.0,2017,2,13,16,0,0
