index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size
625,423,2017-02-04 08:00:00,1,Upper East Side,765.0,331.0,2017,2,4,8,0,2
1088,423,2017-02-04 12:00:00,1,Upper East Side,1396.0,631.0,2017,2,4,12,0,2
1551,423,2017-02-04 16:00:00,1,Upper East Side,1514.0,1207.0,2017,2,4,16,0,2
2016,423,2017-02-04 20:00:00,1,Upper East Side,805.0,1236.0,2017,2,4,20,0,2
2478,423,2017-02-05 00:00:00,1,Upper East Side,226.0,597.0,2017,2,5,0,0,2
2941,423,2017-02-05 04:00:00,1,Upper East Side,0.0,34.0,2017,2,5,4,0,2
3402,423,2017-02-05 08:00:00,1,Upper East Side,610.0,214.0,2017,2,5,8,0,2
3866,423,2017-02-05 12:00:00,1,Upper East Side,1361.0,664.0,2017,2,5,12,0,2
4327,423,2017-02-05 16:00:00,1,Upper East Side,1209.0,1249.0,2017,2,5,16,0,2
4791,423,2017-02-05 20:00:00,1,Upper East Side,490.0,908.0,2017,2,5,20,0,2
5237,423,2017-02-06 00:00:00,1,Upper East Side,184.0,391.0,2017,2,6,0,0,2
6145,423,2017-02-06 08:00:00,1,Upper East Side,2786.0,876.0,2017,2,6,8,0,2
6611,423,2017-02-06 12:00:00,1,Upper East Side,1838.0,607.0,2017,2,6,12,0,2
7077,423,2017-02-06 16:00:00,1,Upper East Side,1565.0,1932.0,2017,2,6,16,0,2
7543,423,2017-02-06 20:00:00,1,Upper East Side,671.0,2103.0,2017,2,6,20,0,2
7977,423,2017-02-07 00:00:00,1,Upper East Side,108.0,358.0,2017,2,7,0,0,2
8416,423,2017-02-07 04:00:00,1,Upper East Side,1.0,1.0,2017,2,7,4,0,2
8879,423,2017-02-07 08:00:00,1,Upper East Side,2898.0,889.0,2017,2,7,8,0,2
9345,423,2017-02-07 12:00:00,1,Upper East Side,1789.0,632.0,2017,2,7,12,0,2
9811,423,2017-02-07 16:00:00,1,Upper East Side,1559.0,1906.0,2017,2,7,16,0,2
10277,423,2017-02-07 20:00:00,1,Upper East Side,704.0,2081.0,2017,2,7,20,0,2
10716,423,2017-02-08 00:00:00,1,Upper East Side,116.0,365.0,2017,2,8,0,0,2
11157,423,2017-02-08 04:00:00,1,Upper East Side,1.0,1.0,2017,2,8,4,0,2
11620,423,2017-02-08 08:00:00,1,Upper East Side,2866.0,868.0,2017,2,8,8,0,2
