index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size,isCovid
4,11,2017-02-04 04:00:00,1,East Harlem,495.0,303.0,2017,2,4,4,0,0,1
222,11,2017-02-04 08:00:00,1,East Harlem,1681.0,832.0,2017,2,4,8,0,0,1
681,11,2017-02-04 12:00:00,1,East Harlem,3021.0,1470.0,2017,2,4,12,0,0,1
1144,11,2017-02-04 16:00:00,1,East Harlem,3221.0,1748.0,2017,2,4,16,0,0,1
1607,11,2017-02-04 20:00:00,1,East Harlem,2115.0,1447.0,2017,2,4,20,0,0,1
2072,11,2017-02-05 00:00:00,1,East Harlem,639.0,608.0,2017,2,5,0,0,0,1
2534,11,2017-02-05 04:00:00,1,East Harlem,425.0,329.0,2017,2,5,4,0,0,1
2997,11,2017-02-05 08:00:00,1,East Harlem,1224.0,610.0,2017,2,5,8,0,0,1
3458,11,2017-02-05 12:00:00,1,East Harlem,2205.0,1195.0,2017,2,5,12,0,0,1
3922,11,2017-02-05 16:00:00,1,East Harlem,2628.0,1541.0,2017,2,5,16,0,0,1
4383,11,2017-02-05 20:00:00,1,East Harlem,1731.0,1211.0,2017,2,5,20,0,0,1
4847,11,2017-02-06 00:00:00,1,East Harlem,308.0,425.0,2017,2,6,0,0,0,1
5292,11,2017-02-06 04:00:00,1,East Harlem,1191.0,502.0,2017,2,6,4,0,0,1
5735,11,2017-02-06 08:00:00,1,East Harlem,3813.0,1481.0,2017,2,6,8,0,0,1
6201,11,2017-02-06 12:00:00,1,East Harlem,4423.0,1758.0,2017,2,6,12,0,0,1
6667,11,2017-02-06 16:00:00,1,East Harlem,4311.0,2279.0,2017,2,6,16,0,0,1
7133,11,2017-02-06 20:00:00,1,East Harlem,2757.0,2039.0,2017,2,6,20,0,0,1
7598,11,2017-02-07 00:00:00,1,East Harlem,225.0,479.0,2017,2,7,0,0,0,1
8029,11,2017-02-07 04:00:00,1,East Harlem,1136.0,577.0,2017,2,7,4,0,0,1
8469,11,2017-02-07 08:00:00,1,East Harlem,3838.0,1704.0,2017,2,7,8,0,0,1
8935,11,2017-02-07 12:00:00,1,East Harlem,4333.0,1823.0,2017,2,7,12,0,0,1
9401,11,2017-02-07 16:00:00,1,East Harlem,4275.0,2216.0,2017,2,7,16,0,0,1
9867,11,2017-02-07 20:00:00,1,East Harlem,2888.0,1993.0,2017,2,7,20,0,0,1
10333,11,2017-02-08 00:00:00,1,East Harlem,236.0,469.0,2017,2,8,0,0,0,1
10770,11,2017-02-08 04:00:00,1,East Harlem,1148.0,550.0,2017,2,8,4,0,0,1
11210,11,2017-02-08 08:00:00,1,East Harlem,3963.0,1656.0,2017,2,8,8,0,0,1
11676,11,2017-02-08 12:00:00,1,East Harlem,4649.0,1833.0,2017,2,8,12,0,0,1
12142,11,2017-02-08 16:00:00,1,East Harlem,4554.0,2285.0,2017,2,8,16,0,0,1
12608,11,2017-02-08 20:00:00,1,East Harlem,3003.0,2111.0,2017,2,8,20,0,0,1
13074,11,2017-02-09 00:00:00,1,East Harlem,413.0,664.0,2017,2,9,0,0,0,1
13532,11,2017-02-09 04:00:00,1,East Harlem,763.0,310.0,2017,2,9,4,0,0,1
13989,11,2017-02-09 08:00:00,1,East Harlem,2227.0,742.0,2017,2,9,8,0,0,1
14455,11,2017-02-09 12:00:00,1,East Harlem,2354.0,973.0,2017,2,9,12,0,0,1
14921,11,2017-02-09 16:00:00,1,East Harlem,2046.0,1340.0,2017,2,9,16,0,0,1
15387,11,2017-02-09 20:00:00,1,East Harlem,1392.0,1254.0,2017,2,9,20,0,0,1
15853,11,2017-02-10 00:00:00,1,East Harlem,168.0,326.0,2017,2,10,0,0,0,1
16279,11,2017-02-10 04:00:00,1,East Harlem,1111.0,550.0,2017,2,10,4,0,0,1
16721,11,2017-02-10 08:00:00,1,East Harlem,3791.0,1552.0,2017,2,10,8,0,0,1
