index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size,isCovid
556,348,2017-02-04 08:00:00,1,Fort Greene/Brooklyn Heights,108.0,282.0,2017,2,4,8,0,2,1
1018,348,2017-02-04 12:00:00,1,Fort Greene/Brooklyn Heights,370.0,506.0,2017,2,4,12,0,2,1
1479,348,2017-02-04 16:00:00,1,Fort Greene/Brooklyn Heights,579.0,497.0,2017,2,4,16,0,2,1
1943,348,2017-02-04 20:00:00,1,Fort Greene/Brooklyn Heights,475.0,254.0,2017,2,4,20,0,2,1
2406,348,2017-02-05 00:00:00,1,Fort Greene/Brooklyn Heights,139.0,102.0,2017,2,5,0,0,2,1
2868,348,2017-02-05 04:00:00,1,Fort Greene/Brooklyn Heights,30.0,15.0,2017,2,5,4,0,2,1
3330,348,2017-02-05 08:00:00,1,Fort Greene/Brooklyn Heights,79.0,190.0,2017,2,5,8,0,2,1
3793,348,2017-02-05 12:00:00,1,Fort Greene/Brooklyn Heights,312.0,380.0,2017,2,5,12,0,2,1
4255,348,2017-02-05 16:00:00,1,Fort Greene/Brooklyn Heights,450.0,392.0,2017,2,5,16,0,2,1
4718,348,2017-02-05 20:00:00,1,Fort Greene/Brooklyn Heights,301.0,159.0,2017,2,5,20,0,2,1
5168,348,2017-02-06 00:00:00,1,Fort Greene/Brooklyn Heights,112.0,79.0,2017,2,6,0,0,2,1
5611,348,2017-02-06 04:00:00,1,Fort Greene/Brooklyn Heights,0.0,0.0,2017,2,6,4,0,2,1
6072,348,2017-02-06 08:00:00,1,Fort Greene/Brooklyn Heights,521.0,1289.0,2017,2,6,8,0,2,1
6538,348,2017-02-06 12:00:00,1,Fort Greene/Brooklyn Heights,605.0,963.0,2017,2,6,12,0,2,1
7004,348,2017-02-06 16:00:00,1,Fort Greene/Brooklyn Heights,1963.0,733.0,2017,2,6,16,0,2,1
7470,348,2017-02-06 20:00:00,1,Fort Greene/Brooklyn Heights,1179.0,310.0,2017,2,6,20,0,2,1
7912,348,2017-02-07 00:00:00,1,Fort Greene/Brooklyn Heights,174.0,60.0,2017,2,7,0,0,2,1
8345,348,2017-02-07 04:00:00,1,Fort Greene/Brooklyn Heights,0.0,0.0,2017,2,7,4,0,2,1
8806,348,2017-02-07 08:00:00,1,Fort Greene/Brooklyn Heights,574.0,1299.0,2017,2,7,8,0,2,1
9272,348,2017-02-07 12:00:00,1,Fort Greene/Brooklyn Heights,613.0,988.0,2017,2,7,12,0,2,1
9738,348,2017-02-07 16:00:00,1,Fort Greene/Brooklyn Heights,1801.0,687.0,2017,2,7,16,0,2,1
10204,348,2017-02-07 20:00:00,1,Fort Greene/Brooklyn Heights,1000.0,330.0,2017,2,7,20,0,2,1
10647,348,2017-02-08 00:00:00,1,Fort Greene/Brooklyn Heights,150.0,80.0,2017,2,8,0,0,2,1
11086,348,2017-02-08 04:00:00,1,Fort Greene/Brooklyn Heights,5.0,5.0,2017,2,8,4,0,2,1
11547,348,2017-02-08 08:00:00,1,Fort Greene/Brooklyn Heights,447.0,1211.0,2017,2,8,8,0,2,1
12013,348,2017-02-08 12:00:00,1,Fort Greene/Brooklyn Heights,577.0,925.0,2017,2,8,12,0,2,1
12479,348,2017-02-08 16:00:00,1,Fort Greene/Brooklyn Heights,1754.0,754.0,2017,2,8,16,0,2,1
12945,348,2017-02-08 20:00:00,1,Fort Greene/Brooklyn Heights,1026.0,333.0,2017,2,8,20,0,2,1
13405,348,2017-02-09 00:00:00,1,Fort Greene/Brooklyn Heights,163.0,57.0,2017,2,9,0,0,2,1
13861,348,2017-02-09 04:00:00,1,Fort Greene/Brooklyn Heights,1.0,9.0,2017,2,9,4,0,2,1
