index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size,isCovid
70,174,2017-02-04 04:00:00,2,Morris Park/Bronxdale,335.0,81.0,2017,2,4,4,0,0,1
385,174,2017-02-04 08:00:00,2,Morris Park/Bronxdale,724.0,170.0,2017,2,4,8,0,0,1
844,174,2017-02-04 12:00:00,2,Morris Park/Bronxdale,882.0,356.0,2017,2,4,12,0,0,1
1307,174,2017-02-04 16:00:00,2,Morris Park/Bronxdale,830.0,439.0,2017,2,4,16,0,0,1
1769,174,2017-02-04 20:00:00,2,Morris Park/Bronxdale,534.0,322.0,2017,2,4,20,0,0,1
2235,174,2017-02-05 00:00:00,2,Morris Park/Bronxdale,177.0,160.0,2017,2,5,0,0,0,1
2696,174,2017-02-05 04:00:00,2,Morris Park/Bronxdale,214.0,73.0,2017,2,5,4,0,0,1
3160,174,2017-02-05 08:00:00,2,Morris Park/Bronxdale,538.0,110.0,2017,2,5,8,0,0,1
3620,174,2017-02-05 12:00:00,2,Morris Park/Bronxdale,680.0,220.0,2017,2,5,12,0,0,1
4085,174,2017-02-05 16:00:00,2,Morris Park/Bronxdale,561.0,302.0,2017,2,5,16,0,0,1
4545,174,2017-02-05 20:00:00,2,Morris Park/Bronxdale,438.0,280.0,2017,2,5,20,0,0,1
5005,174,2017-02-06 00:00:00,2,Morris Park/Bronxdale,53.0,116.0,2017,2,6,0,0,0,1
5445,174,2017-02-06 04:00:00,2,Morris Park/Bronxdale,940.0,92.0,2017,2,6,4,0,0,1
5898,174,2017-02-06 08:00:00,2,Morris Park/Bronxdale,1767.0,264.0,2017,2,6,8,0,0,1
6364,174,2017-02-06 12:00:00,2,Morris Park/Bronxdale,1235.0,411.0,2017,2,6,12,0,0,1
6830,174,2017-02-06 16:00:00,2,Morris Park/Bronxdale,1089.0,653.0,2017,2,6,16,0,0,1
7296,174,2017-02-06 20:00:00,2,Morris Park/Bronxdale,686.0,550.0,2017,2,6,20,0,0,1
7753,174,2017-02-07 00:00:00,2,Morris Park/Bronxdale,15.0,111.0,2017,2,7,0,0,0,1
8182,174,2017-02-07 04:00:00,2,Morris Park/Bronxdale,963.0,96.0,2017,2,7,4,0,0,1
8632,174,2017-02-07 08:00:00,2,Morris Park/Bronxdale,1781.0,258.0,2017,2,7,8,0,0,1
9098,174,2017-02-07 12:00:00,2,Morris Park/Bronxdale,1187.0,439.0,2017,2,7,12,0,0,1
9564,174,2017-02-07 16:00:00,2,Morris Park/Bronxdale,990.0,674.0,2017,2,7,16,0,0,1
10030,174,2017-02-07 20:00:00,2,Morris Park/Bronxdale,662.0,535.0,2017,2,7,20,0,0,1
10489,174,2017-02-08 00:00:00,2,Morris Park/Bronxdale,39.0,140.0,2017,2,8,0,0,0,1
10922,174,2017-02-08 04:00:00,2,Morris Park/Bronxdale,981.0,103.0,2017,2,8,4,0,0,1
11373,174,2017-02-08 08:00:00,2,Morris Park/Bronxdale,1826.0,250.0,2017,2,8,8,0,0,1
11839,174,2017-02-08 12:00:00,2,Morris Park/Bronxdale,1113.0,282.0,2017,2,8,12,0,0,1
12305,174,2017-02-08 16:00:00,2,Morris Park/Bronxdale,993.0,605.0,2017,2,8,16,0,0,1
12771,174,2017-02-08 20:00:00,2,Morris Park/Bronxdale,737.0,625.0,2017,2,8,20,0,0,1
13235,174,2017-02-09 00:00:00,2,Morris Park/Bronxdale,101.0,168.0,2017,2,9,0,0,0,1
13690,174,2017-02-09 04:00:00,2,Morris Park/Bronxdale,569.0,83.0,2017,2,9,4,0,0,1
14152,174,2017-02-09 08:00:00,2,Morris Park/Bronxdale,889.0,134.0,2017,2,9,8,0,0,1
14618,174,2017-02-09 12:00:00,2,Morris Park/Bronxdale,596.0,236.0,2017,2,9,12,0,0,1
15084,174,2017-02-09 16:00:00,2,Morris Park/Bronxdale,578.0,365.0,2017,2,9,16,0,0,1
15550,174,2017-02-09 20:00:00,2,Morris Park/Bronxdale,363.0,275.0,2017,2,9,20,0,0,1
16434,174,2017-02-10 04:00:00,2,Morris Park/Bronxdale,939.0,95.0,2017,2,10,4,0,0,1
16884,174,2017-02-10 08:00:00,2,Morris Park/Bronxdale,1770.0,207.0,2017,2,10,8,0,0,1
17350,174,2017-02-10 12:00:00,2,Morris Park/Bronxdale,1247.0,434.0,2017,2,10,12,0,0,1
17816,174,2017-02-10 16:00:00,2,Morris Park/Bronxdale,1139.0,707.0,2017,2,10,16,0,0,1
18282,174,2017-02-10 20:00:00,2,Morris Park/Bronxdale,719.0,538.0,2017,2,10,20,0,0,1
18748,174,2017-02-11 00:00:00,2,Morris Park/Bronxdale,145.0,172.0,2017,2,11,0,0,0,1
19211,174,2017-02-11 04:00:00,2,Morris Park/Bronxdale,286.0,82.0,2017,2,11,4,0,0,1
19673,174,2017-02-11 08:00:00,2,Morris Park/Bronxdale,755.0,186.0,2017,2,11,8,0,0,1
20137,174,2017-02-11 12:00:00,2,Morris Park/Bronxdale,1075.0,374.0,2017,2,11,12,0,0,1
20598,174,2017-02-11 16:00:00,2,Morris Park/Bronxdale,923.0,425.0,2017,2,11,16,0,0,1
21063,174,2017-02-11 20:00:00,2,Morris Park/Bronxdale,566.0,201.0,2017,2,11,20,0,0,1
21525,174,2017-02-12 00:00:00,2,Morris Park/Bronxdale,238.0,151.0,2017,2,12,0,0,0,1
21989,174,2017-02-12 04:00:00,2,Morris Park/Bronxdale,183.0,48.0,2017,2,12,4,0,0,1
22453,174,2017-02-12 08:00:00,2,Morris Park/Bronxdale,515.0,117.0,2017,2,12,8,0,0,1
22913,174,2017-02-12 12:00:00,2,Morris Park/Bronxdale,646.0,215.0,2017,2,12,12,0,0,1
23376,174,2017-02-12 16:00:00,2,Morris Park/Bronxdale,582.0,278.0,2017,2,12,16,0,0,1
23836,174,2017-02-12 20:00:00,2,Morris Park/Bronxdale,392.0,249.0,2017,2,12,20,0,0,1
24289,174,2017-02-13 00:00:00,2,Morris Park/Bronxdale,8.0,32.0,2017,2,13,0,0,0,1
24725,174,2017-02-13 04:00:00,2,Morris Park/Bronxdale,969.0,91.0,2017,2,13,4,0,0,1
25178,174,2017-02-13 08:00:00,2,Morris Park/Bronxdale,1677.0,252.0,2017,2,13,8,0,0,1
25644,174,2017-02-13 12:00:00,2,Morris Park/Bronxdale,1168.0,389.0,2017,2,13,12,0,0,1
26110,174,2017-02-13 16:00:00,2,Morris Park/Bronxdale,1117.0,671.0,2017,2,13,16,0,0,1
26576,174,2017-02-13 20:00:00,2,Morris Park/Bronxdale,678.0,549.0,2017,2,13,20,0,0,1
27032,174,2017-02-14 00:00:00,2,Morris Park/Bronxdale,20.0,108.0,2017,2,14,0,0,0,1
27464,174,2017-02-14 04:00:00,2,Morris Park/Bronxdale,972.0,88.0,2017,2,14,4,0,0,1
27919,174,2017-02-14 08:00:00,2,Morris Park/Bronxdale,1829.0,245.0,2017,2,14,8,0,0,1
28385,174,2017-02-14 12:00:00,2,Morris Park/Bronxdale,1193.0,418.0,2017,2,14,12,0,0,1
28851,174,2017-02-14 16:00:00,2,Morris Park/Bronxdale,1027.0,629.0,2017,2,14,16,0,0,1
29317,174,2017-02-14 20:00:00,2,Morris Park/Bronxdale,737.0,553.0,2017,2,14,20,0,0,1
29773,174,2017-02-15 00:00:00,2,Morris Park/Bronxdale,45.0,184.0,2017,2,15,0,0,0,1
30208,174,2017-02-15 04:00:00,2,Morris Park/Bronxdale,971.0,93.0,2017,2,15,4,0,0,1
30663,174,2017-02-15 08:00:00,2,Morris Park/Bronxdale,1817.0,238.0,2017,2,15,8,0,0,1
31129,174,2017-02-15 12:00:00,2,Morris Park/Bronxdale,1225.0,422.0,2017,2,15,12,0,0,1
31595,174,2017-02-15 16:00:00,2,Morris Park/Bronxdale,1020.0,654.0,2017,2,15,16,0,0,1
