index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size,isCovid
37,89,2017-02-04 04:00:00,1,Stuyvesant Town/Turtle Bay,300.0,353.0,2017,2,4,4,0,2,1
300,89,2017-02-04 08:00:00,1,Stuyvesant Town/Turtle Bay,1036.0,1505.0,2017,2,4,8,0,2,1
759,89,2017-02-04 12:00:00,1,Stuyvesant Town/Turtle Bay,3109.0,2729.0,2017,2,4,12,0,2,1
1222,89,2017-02-04 16:00:00,1,Stuyvesant Town/Turtle Bay,3984.0,3310.0,2017,2,4,16,0,2,1
1684,89,2017-02-04 20:00:00,1,Stuyvesant Town/Turtle Bay,3024.0,2487.0,2017,2,4,20,0,2,1
2150,89,2017-02-05 00:00:00,1,Stuyvesant Town/Turtle Bay,1286.0,720.0,2017,2,5,0,0,2,1
2611,89,2017-02-05 04:00:00,1,Stuyvesant Town/Turtle Bay,180.0,157.0,2017,2,5,4,0,2,1
3075,89,2017-02-05 08:00:00,1,Stuyvesant Town/Turtle Bay,821.0,926.0,2017,2,5,8,0,2,1
3535,89,2017-02-05 12:00:00,1,Stuyvesant Town/Turtle Bay,2254.0,2095.0,2017,2,5,12,0,2,1
4000,89,2017-02-05 16:00:00,1,Stuyvesant Town/Turtle Bay,2860.0,2772.0,2017,2,5,16,0,2,1
4460,89,2017-02-05 20:00:00,1,Stuyvesant Town/Turtle Bay,2499.0,1899.0,2017,2,5,20,0,2,1
4922,89,2017-02-06 00:00:00,1,Stuyvesant Town/Turtle Bay,916.0,357.0,2017,2,6,0,0,2,1
5365,89,2017-02-06 04:00:00,1,Stuyvesant Town/Turtle Bay,235.0,501.0,2017,2,6,4,0,2,1
5813,89,2017-02-06 08:00:00,1,Stuyvesant Town/Turtle Bay,3782.0,6263.0,2017,2,6,8,0,2,1
6279,89,2017-02-06 12:00:00,1,Stuyvesant Town/Turtle Bay,5797.0,6817.0,2017,2,6,12,0,2,1
6745,89,2017-02-06 16:00:00,1,Stuyvesant Town/Turtle Bay,9889.0,4429.0,2017,2,6,16,0,2,1
7211,89,2017-02-06 20:00:00,1,Stuyvesant Town/Turtle Bay,8336.0,3413.0,2017,2,6,20,0,2,1
7671,89,2017-02-07 00:00:00,1,Stuyvesant Town/Turtle Bay,729.0,275.0,2017,2,7,0,0,2,1
8102,89,2017-02-07 04:00:00,1,Stuyvesant Town/Turtle Bay,402.0,732.0,2017,2,7,4,0,2,1
8547,89,2017-02-07 08:00:00,1,Stuyvesant Town/Turtle Bay,4210.0,6646.0,2017,2,7,8,0,2,1
9013,89,2017-02-07 12:00:00,1,Stuyvesant Town/Turtle Bay,6308.0,7217.0,2017,2,7,12,0,2,1
9479,89,2017-02-07 16:00:00,1,Stuyvesant Town/Turtle Bay,10500.0,4722.0,2017,2,7,16,0,2,1
9945,89,2017-02-07 20:00:00,1,Stuyvesant Town/Turtle Bay,8900.0,3766.0,2017,2,7,20,0,2,1
10407,89,2017-02-08 00:00:00,1,Stuyvesant Town/Turtle Bay,834.0,362.0,2017,2,8,0,0,2,1
10843,89,2017-02-08 04:00:00,1,Stuyvesant Town/Turtle Bay,327.0,733.0,2017,2,8,4,0,2,1
11288,89,2017-02-08 08:00:00,1,Stuyvesant Town/Turtle Bay,4098.0,6487.0,2017,2,8,8,0,2,1
11754,89,2017-02-08 12:00:00,1,Stuyvesant Town/Turtle Bay,6525.0,7327.0,2017,2,8,12,0,2,1
12220,89,2017-02-08 16:00:00,1,Stuyvesant Town/Turtle Bay,10673.0,5050.0,2017,2,8,16,0,2,1
12686,89,2017-02-08 20:00:00,1,Stuyvesant Town/Turtle Bay,9009.0,3882.0,2017,2,8,20,0,2,1
13151,89,2017-02-09 00:00:00,1,Stuyvesant Town/Turtle Bay,1129.0,509.0,2017,2,9,0,0,2,1
13608,89,2017-02-09 04:00:00,1,Stuyvesant Town/Turtle Bay,311.0,780.0,2017,2,9,4,0,2,1
14067,89,2017-02-09 08:00:00,1,Stuyvesant Town/Turtle Bay,2790.0,4415.0,2017,2,9,8,0,2,1
14533,89,2017-02-09 12:00:00,1,Stuyvesant Town/Turtle Bay,4562.0,4294.0,2017,2,9,12,0,2,1
14999,89,2017-02-09 16:00:00,1,Stuyvesant Town/Turtle Bay,5605.0,2756.0,2017,2,9,16,0,2,1
15465,89,2017-02-09 20:00:00,1,Stuyvesant Town/Turtle Bay,4520.0,2224.0,2017,2,9,20,0,2,1
15925,89,2017-02-10 00:00:00,1,Stuyvesant Town/Turtle Bay,812.0,252.0,2017,2,10,0,0,2,1
16352,89,2017-02-10 04:00:00,1,Stuyvesant Town/Turtle Bay,323.0,601.0,2017,2,10,4,0,2,1
16799,89,2017-02-10 08:00:00,1,Stuyvesant Town/Turtle Bay,3914.0,6313.0,2017,2,10,8,0,2,1
17265,89,2017-02-10 12:00:00,1,Stuyvesant Town/Turtle Bay,6635.0,7168.0,2017,2,10,12,0,2,1
17731,89,2017-02-10 16:00:00,1,Stuyvesant Town/Turtle Bay,10375.0,4988.0,2017,2,10,16,0,2,1
18197,89,2017-02-10 20:00:00,1,Stuyvesant Town/Turtle Bay,8535.0,3920.0,2017,2,10,20,0,2,1
18663,89,2017-02-11 00:00:00,1,Stuyvesant Town/Turtle Bay,1499.0,748.0,2017,2,11,0,0,2,1
19126,89,2017-02-11 04:00:00,1,Stuyvesant Town/Turtle Bay,327.0,314.0,2017,2,11,4,0,2,1
19588,89,2017-02-11 08:00:00,1,Stuyvesant Town/Turtle Bay,1158.0,1574.0,2017,2,11,8,0,2,1
20053,89,2017-02-11 12:00:00,1,Stuyvesant Town/Turtle Bay,3566.0,2958.0,2017,2,11,12,0,2,1
20513,89,2017-02-11 16:00:00,1,Stuyvesant Town/Turtle Bay,4616.0,3729.0,2017,2,11,16,0,2,1
20978,89,2017-02-11 20:00:00,1,Stuyvesant Town/Turtle Bay,3445.0,2908.0,2017,2,11,20,0,2,1
21440,89,2017-02-12 00:00:00,1,Stuyvesant Town/Turtle Bay,1456.0,920.0,2017,2,12,0,0,2,1
21904,89,2017-02-12 04:00:00,1,Stuyvesant Town/Turtle Bay,251.0,190.0,2017,2,12,4,0,2,1
22369,89,2017-02-12 08:00:00,1,Stuyvesant Town/Turtle Bay,858.0,1025.0,2017,2,12,8,0,2,1
22828,89,2017-02-12 12:00:00,1,Stuyvesant Town/Turtle Bay,2304.0,2069.0,2017,2,12,12,0,2,1
23291,89,2017-02-12 16:00:00,1,Stuyvesant Town/Turtle Bay,2857.0,2387.0,2017,2,12,16,0,2,1
23751,89,2017-02-12 20:00:00,1,Stuyvesant Town/Turtle Bay,2137.0,1601.0,2017,2,12,20,0,2,1
24208,89,2017-02-13 00:00:00,1,Stuyvesant Town/Turtle Bay,679.0,291.0,2017,2,13,0,0,2,1
24645,89,2017-02-13 04:00:00,1,Stuyvesant Town/Turtle Bay,332.0,797.0,2017,2,13,4,0,2,1
25093,89,2017-02-13 08:00:00,1,Stuyvesant Town/Turtle Bay,3899.0,6356.0,2017,2,13,8,0,2,1
25559,89,2017-02-13 12:00:00,1,Stuyvesant Town/Turtle Bay,6085.0,6863.0,2017,2,13,12,0,2,1
26025,89,2017-02-13 16:00:00,1,Stuyvesant Town/Turtle Bay,10413.0,4752.0,2017,2,13,16,0,2,1
26491,89,2017-02-13 20:00:00,1,Stuyvesant Town/Turtle Bay,8836.0,3681.0,2017,2,13,20,0,2,1
26953,89,2017-02-14 00:00:00,1,Stuyvesant Town/Turtle Bay,949.0,328.0,2017,2,14,0,0,2,1
27386,89,2017-02-14 04:00:00,1,Stuyvesant Town/Turtle Bay,378.0,727.0,2017,2,14,4,0,2,1
27834,89,2017-02-14 08:00:00,1,Stuyvesant Town/Turtle Bay,4139.0,6646.0,2017,2,14,8,0,2,1
28300,89,2017-02-14 12:00:00,1,Stuyvesant Town/Turtle Bay,6552.0,7478.0,2017,2,14,12,0,2,1
28766,89,2017-02-14 16:00:00,1,Stuyvesant Town/Turtle Bay,10963.0,5029.0,2017,2,14,16,0,2,1
29232,89,2017-02-14 20:00:00,1,Stuyvesant Town/Turtle Bay,9041.0,3856.0,2017,2,14,20,0,2,1
29692,89,2017-02-15 00:00:00,1,Stuyvesant Town/Turtle Bay,925.0,418.0,2017,2,15,0,0,2,1
30128,89,2017-02-15 04:00:00,1,Stuyvesant Town/Turtle Bay,361.0,775.0,2017,2,15,4,0,2,1
30578,89,2017-02-15 08:00:00,1,Stuyvesant Town/Turtle Bay,4011.0,6591.0,2017,2,15,8,0,2,1
31044,89,2017-02-15 12:00:00,1,Stuyvesant Town/Turtle Bay,6485.0,7309.0,2017,2,15,12,0,2,1
31510,89,2017-02-15 16:00:00,1,Stuyvesant Town/Turtle Bay,10794.0,5062.0,2017,2,15,16,0,2,1
31976,89,2017-02-15 20:00:00,1,Stuyvesant Town/Turtle Bay,9182.0,3895.0,2017,2,15,20,0,2,1
32437,89,2017-02-16 00:00:00,1,Stuyvesant Town/Turtle Bay,1048.0,325.0,2017,2,16,0,0,2,1
32875,89,2017-02-16 04:00:00,1,Stuyvesant Town/Turtle Bay,371.0,755.0,2017,2,16,4,0,2,1
33321,89,2017-02-16 08:00:00,1,Stuyvesant Town/Turtle Bay,4023.0,6536.0,2017,2,16,8,0,2,1
33787,89,2017-02-16 12:00:00,1,Stuyvesant Town/Turtle Bay,6464.0,7362.0,2017,2,16,12,0,2,1
34253,89,2017-02-16 16:00:00,1,Stuyvesant Town/Turtle Bay,10733.0,5111.0,2017,2,16,16,0,2,1
34719,89,2017-02-16 20:00:00,1,Stuyvesant Town/Turtle Bay,9082.0,3902.0,2017,2,16,20,0,2,1
35180,89,2017-02-17 00:00:00,1,Stuyvesant Town/Turtle Bay,1164.0,384.0,2017,2,17,0,0,2,1
35622,89,2017-02-17 04:00:00,1,Stuyvesant Town/Turtle Bay,384.0,857.0,2017,2,17,4,0,2,1
36072,89,2017-02-17 08:00:00,1,Stuyvesant Town/Turtle Bay,3687.0,6144.0,2017,2,17,8,0,2,1
36538,89,2017-02-17 12:00:00,1,Stuyvesant Town/Turtle Bay,6672.0,6820.0,2017,2,17,12,0,2,1
37004,89,2017-02-17 16:00:00,1,Stuyvesant Town/Turtle Bay,9899.0,4764.0,2017,2,17,16,0,2,1
37470,89,2017-02-17 20:00:00,1,Stuyvesant Town/Turtle Bay,7823.0,3797.0,2017,2,17,20,0,2,1
37936,89,2017-02-18 00:00:00,1,Stuyvesant Town/Turtle Bay,1552.0,728.0,2017,2,18,0,0,2,1
38395,89,2017-02-18 04:00:00,1,Stuyvesant Town/Turtle Bay,367.0,306.0,2017,2,18,4,0,2,1
38857,89,2017-02-18 08:00:00,1,Stuyvesant Town/Turtle Bay,1096.0,1612.0,2017,2,18,8,0,2,1
39317,89,2017-02-18 12:00:00,1,Stuyvesant Town/Turtle Bay,3255.0,2689.0,2017,2,18,12,0,2,1
39772,89,2017-02-18 16:00:00,1,Stuyvesant Town/Turtle Bay,4316.0,3276.0,2017,2,18,16,0,2,1
40230,89,2017-02-18 20:00:00,1,Stuyvesant Town/Turtle Bay,3439.0,2648.0,2017,2,18,20,0,2,1
40694,89,2017-02-19 00:00:00,1,Stuyvesant Town/Turtle Bay,1530.0,904.0,2017,2,19,0,0,2,1
41155,89,2017-02-19 04:00:00,1,Stuyvesant Town/Turtle Bay,223.0,228.0,2017,2,19,4,0,2,1
41619,89,2017-02-19 08:00:00,1,Stuyvesant Town/Turtle Bay,1056.0,928.0,2017,2,19,8,0,2,1
42081,89,2017-02-19 12:00:00,1,Stuyvesant Town/Turtle Bay,2868.0,2065.0,2017,2,19,12,0,2,1
42539,89,2017-02-19 16:00:00,1,Stuyvesant Town/Turtle Bay,3418.0,3102.0,2017,2,19,16,0,2,1
42997,89,2017-02-19 20:00:00,1,Stuyvesant Town/Turtle Bay,2615.0,2310.0,2017,2,19,20,0,2,1
43459,89,2017-02-20 00:00:00,1,Stuyvesant Town/Turtle Bay,1097.0,485.0,2017,2,20,0,1,2,1
43918,89,2017-02-20 04:00:00,1,Stuyvesant Town/Turtle Bay,108.0,360.0,2017,2,20,4,1,2,1
44380,89,2017-02-20 08:00:00,1,Stuyvesant Town/Turtle Bay,1558.0,2532.0,2017,2,20,8,1,2,1
44840,89,2017-02-20 12:00:00,1,Stuyvesant Town/Turtle Bay,3752.0,3625.0,2017,2,20,12,1,2,1
45302,89,2017-02-20 16:00:00,1,Stuyvesant Town/Turtle Bay,5288.0,3459.0,2017,2,20,16,1,2,1
45761,89,2017-02-20 20:00:00,1,Stuyvesant Town/Turtle Bay,4024.0,2268.0,2017,2,20,20,1,2,1
46220,89,2017-02-21 00:00:00,1,Stuyvesant Town/Turtle Bay,848.0,294.0,2017,2,21,0,0,2,1
46663,89,2017-02-21 04:00:00,1,Stuyvesant Town/Turtle Bay,232.0,839.0,2017,2,21,4,0,2,1
47109,89,2017-02-21 08:00:00,1,Stuyvesant Town/Turtle Bay,3808.0,6224.0,2017,2,21,8,0,2,1
47575,89,2017-02-21 12:00:00,1,Stuyvesant Town/Turtle Bay,5934.0,6857.0,2017,2,21,12,0,2,1
48041,89,2017-02-21 16:00:00,1,Stuyvesant Town/Turtle Bay,9941.0,4844.0,2017,2,21,16,0,2,1
48507,89,2017-02-21 20:00:00,1,Stuyvesant Town/Turtle Bay,8601.0,3675.0,2017,2,21,20,0,2,1
48973,89,2017-02-22 00:00:00,1,Stuyvesant Town/Turtle Bay,947.0,345.0,2017,2,22,0,0,2,1
49421,89,2017-02-22 04:00:00,1,Stuyvesant Town/Turtle Bay,297.0,784.0,2017,2,22,4,0,2,1
49869,89,2017-02-22 08:00:00,1,Stuyvesant Town/Turtle Bay,3963.0,6463.0,2017,2,22,8,0,2,1
50335,89,2017-02-22 12:00:00,1,Stuyvesant Town/Turtle Bay,6249.0,6876.0,2017,2,22,12,0,2,1
50801,89,2017-02-22 16:00:00,1,Stuyvesant Town/Turtle Bay,10062.0,4708.0,2017,2,22,16,0,2,1
51267,89,2017-02-22 20:00:00,1,Stuyvesant Town/Turtle Bay,8637.0,3740.0,2017,2,22,20,0,2,1
51733,89,2017-02-23 00:00:00,1,Stuyvesant Town/Turtle Bay,1144.0,409.0,2017,2,23,0,0,2,1
52180,89,2017-02-23 04:00:00,1,Stuyvesant Town/Turtle Bay,299.0,709.0,2017,2,23,4,0,2,1
52628,89,2017-02-23 08:00:00,1,Stuyvesant Town/Turtle Bay,4000.0,6392.0,2017,2,23,8,0,2,1
53094,89,2017-02-23 12:00:00,1,Stuyvesant Town/Turtle Bay,6314.0,7086.0,2017,2,23,12,0,2,1
53560,89,2017-02-23 16:00:00,1,Stuyvesant Town/Turtle Bay,9644.0,4507.0,2017,2,23,16,0,2,1
54026,89,2017-02-23 20:00:00,1,Stuyvesant Town/Turtle Bay,8395.0,3499.0,2017,2,23,20,0,2,1
54492,89,2017-02-24 00:00:00,1,Stuyvesant Town/Turtle Bay,1280.0,417.0,2017,2,24,0,0,2,1
54943,89,2017-02-24 04:00:00,1,Stuyvesant Town/Turtle Bay,316.0,699.0,2017,2,24,4,0,2,1
55395,89,2017-02-24 08:00:00,1,Stuyvesant Town/Turtle Bay,3632.0,5979.0,2017,2,24,8,0,2,1
55861,89,2017-02-24 12:00:00,1,Stuyvesant Town/Turtle Bay,6314.0,6616.0,2017,2,24,12,0,2,1
