index,Unique ID,Datetime,Structure,Neighborhood,Entries,Exits,Year,Month,Day,Hour,isHoliday,Neighborhood Size,isCovid
236,25,2017-02-04 08:00:00,1,Clinton/Chelsea,308.0,916.0,2017,2,4,8,0,2,1
695,25,2017-02-04 12:00:00,1,Clinton/Chelsea,1046.0,2239.0,2017,2,4,12,0,2,1
1158,25,2017-02-04 16:00:00,1,Clinton/Chelsea,2245.0,3151.0,2017,2,4,16,0,2,1
1621,25,2017-02-04 20:00:00,1,Clinton/Chelsea,1625.0,2200.0,2017,2,4,20,0,2,1
2086,25,2017-02-05 00:00:00,1,Clinton/Chelsea,560.0,695.0,2017,2,5,0,0,2,1
2548,25,2017-02-05 04:00:00,1,Clinton/Chelsea,126.0,155.0,2017,2,5,4,0,2,1
3011,25,2017-02-05 08:00:00,1,Clinton/Chelsea,137.0,526.0,2017,2,5,8,0,2,1
3472,25,2017-02-05 12:00:00,1,Clinton/Chelsea,677.0,1504.0,2017,2,5,12,0,2,1
3936,25,2017-02-05 16:00:00,1,Clinton/Chelsea,1331.0,1962.0,2017,2,5,16,0,2,1
4397,25,2017-02-05 20:00:00,1,Clinton/Chelsea,855.0,930.0,2017,2,5,20,0,2,1
4861,25,2017-02-06 00:00:00,1,Clinton/Chelsea,301.0,444.0,2017,2,6,0,0,2,1
5306,25,2017-02-06 04:00:00,1,Clinton/Chelsea,45.0,114.0,2017,2,6,4,0,2,1
5749,25,2017-02-06 08:00:00,1,Clinton/Chelsea,2142.0,6594.0,2017,2,6,8,0,2,1
6215,25,2017-02-06 12:00:00,1,Clinton/Chelsea,2355.0,4554.0,2017,2,6,12,0,2,1
6681,25,2017-02-06 16:00:00,1,Clinton/Chelsea,6958.0,5414.0,2017,2,6,16,0,2,1
7147,25,2017-02-06 20:00:00,1,Clinton/Chelsea,5431.0,2914.0,2017,2,6,20,0,2,1
7612,25,2017-02-07 00:00:00,1,Clinton/Chelsea,1046.0,583.0,2017,2,7,0,0,2,1
8043,25,2017-02-07 04:00:00,1,Clinton/Chelsea,11.0,14.0,2017,2,7,4,0,2,1
8483,25,2017-02-07 08:00:00,1,Clinton/Chelsea,2256.0,6986.0,2017,2,7,8,0,2,1
8949,25,2017-02-07 12:00:00,1,Clinton/Chelsea,2620.0,4844.0,2017,2,7,12,0,2,1
9415,25,2017-02-07 16:00:00,1,Clinton/Chelsea,7275.0,5699.0,2017,2,7,16,0,2,1
9881,25,2017-02-07 20:00:00,1,Clinton/Chelsea,5748.0,3092.0,2017,2,7,20,0,2,1
10347,25,2017-02-08 00:00:00,1,Clinton/Chelsea,1048.0,518.0,2017,2,8,0,0,2,1
10784,25,2017-02-08 04:00:00,1,Clinton/Chelsea,11.0,26.0,2017,2,8,4,0,2,1
11224,25,2017-02-08 08:00:00,1,Clinton/Chelsea,2206.0,6903.0,2017,2,8,8,0,2,1
11690,25,2017-02-08 12:00:00,1,Clinton/Chelsea,2738.0,4855.0,2017,2,8,12,0,2,1
12156,25,2017-02-08 16:00:00,1,Clinton/Chelsea,7498.0,5976.0,2017,2,8,16,0,2,1
12622,25,2017-02-08 20:00:00,1,Clinton/Chelsea,6016.0,3481.0,2017,2,8,20,0,2,1
13088,25,2017-02-09 00:00:00,1,Clinton/Chelsea,1158.0,666.0,2017,2,9,0,0,2,1
13546,25,2017-02-09 04:00:00,1,Clinton/Chelsea,23.0,122.0,2017,2,9,4,0,2,1
14003,25,2017-02-09 08:00:00,1,Clinton/Chelsea,1476.0,3134.0,2017,2,9,8,0,2,1
14469,25,2017-02-09 12:00:00,1,Clinton/Chelsea,1532.0,2429.0,2017,2,9,12,0,2,1
14935,25,2017-02-09 16:00:00,1,Clinton/Chelsea,3427.0,3069.0,2017,2,9,16,0,2,1
15401,25,2017-02-09 20:00:00,1,Clinton/Chelsea,2635.0,1822.0,2017,2,9,20,0,2,1
15867,25,2017-02-10 00:00:00,1,Clinton/Chelsea,560.0,473.0,2017,2,10,0,0,2,1
16293,25,2017-02-10 04:00:00,1,Clinton/Chelsea,6.0,15.0,2017,2,10,4,0,2,1
16735,25,2017-02-10 08:00:00,1,Clinton/Chelsea,2256.0,6698.0,2017,2,10,8,0,2,1
17201,25,2017-02-10 12:00:00,1,Clinton/Chelsea,2786.0,4968.0,2017,2,10,12,0,2,1
17667,25,2017-02-10 16:00:00,1,Clinton/Chelsea,7515.0,6110.0,2017,2,10,16,0,2,1
18133,25,2017-02-10 20:00:00,1,Clinton/Chelsea,5564.0,3745.0,2017,2,10,20,0,2,1
18599,25,2017-02-11 00:00:00,1,Clinton/Chelsea,1234.0,847.0,2017,2,11,0,0,2,1
19065,25,2017-02-11 04:00:00,1,Clinton/Chelsea,122.0,188.0,2017,2,11,4,0,2,1
19524,25,2017-02-11 08:00:00,1,Clinton/Chelsea,143.0,553.0,2017,2,11,8,0,2,1
19990,25,2017-02-11 12:00:00,1,Clinton/Chelsea,880.0,1325.0,2017,2,11,12,0,2,1
20449,25,2017-02-11 16:00:00,1,Clinton/Chelsea,1499.0,1796.0,2017,2,11,16,0,2,1
20915,25,2017-02-11 20:00:00,1,Clinton/Chelsea,1470.0,1214.0,2017,2,11,20,0,2,1
21376,25,2017-02-12 00:00:00,1,Clinton/Chelsea,573.0,525.0,2017,2,12,0,0,2,1
21841,25,2017-02-12 04:00:00,1,Clinton/Chelsea,105.0,162.0,2017,2,12,4,0,2,1
22305,25,2017-02-12 08:00:00,1,Clinton/Chelsea,85.0,404.0,2017,2,12,8,0,2,1
22766,25,2017-02-12 12:00:00,1,Clinton/Chelsea,658.0,1032.0,2017,2,12,12,0,2,1
23227,25,2017-02-12 16:00:00,1,Clinton/Chelsea,1152.0,1210.0,2017,2,12,16,0,2,1
23689,25,2017-02-12 20:00:00,1,Clinton/Chelsea,846.0,606.0,2017,2,12,20,0,2,1
24150,25,2017-02-13 00:00:00,1,Clinton/Chelsea,259.0,267.0,2017,2,13,0,0,2,1
24586,25,2017-02-13 04:00:00,1,Clinton/Chelsea,18.0,54.0,2017,2,13,4,0,2,1
25029,25,2017-02-13 08:00:00,1,Clinton/Chelsea,2168.0,6652.0,2017,2,13,8,0,2,1
25495,25,2017-02-13 12:00:00,1,Clinton/Chelsea,2491.0,4848.0,2017,2,13,12,0,2,1
25961,25,2017-02-13 16:00:00,1,Clinton/Chelsea,7432.0,5844.0,2017,2,13,16,0,2,1
26427,25,2017-02-13 20:00:00,1,Clinton/Chelsea,5759.0,3128.0,2017,2,13,20,0,2,1
26892,25,2017-02-14 00:00:00,1,Clinton/Chelsea,967.0,478.0,2017,2,14,0,0,2,1
27327,25,2017-02-14 04:00:00,1,Clinton/Chelsea,9.0,34.0,2017,2,14,4,0,2,1
27770,25,2017-02-14 08:00:00,1,Clinton/Chelsea,2319.0,7010.0,2017,2,14,8,0,2,1
